latitude,longitude,crime_density_500m,crime_density_2km,avg_severity_nearby,severe_crime_ratio,district_ipc_total,district_ipc_normalized,district_accidents,district_accident_norm,crowdedness_score,hour,day_of_week,is_weekend,is_night,month,dist_to_police_km,dist_to_hospital_km,lighting_proxy,nearest_district,risk_score,risk_level
19.559999999999977,83.05999999999979,0,0,0.0,0.0,5678,0.3785,380,0.2533,20.0,8,1,0,0,3,50.0,50.0,100.0,Kalahandi,0.23,Low
19.559999999999977,83.05999999999979,0,0,0.0,0.0,5678,0.3785,380,0.2533,20.0,14,3,0,0,6,50.0,50.0,100.0,Kalahandi,0.23,Low
19.559999999999977,83.05999999999979,0,0,0.0,0.0,5678,0.3785,380,0.2533,20.0,20,5,1,0,9,50.0,50.0,100.0,Kalahandi,0.23,Low
19.559999999999977,83.05999999999979,0,0,0.0,0.0,5678,0.3785,380,0.2533,20.0,23,6,1,1,12,50.0,50.0,100.0,Kalahandi,0.35,Medium
19.559999999999977,83.05999999999979,0,0,0.0,0.0,5678,0.3785,380,0.2533,20.0,2,0,0,1,1,50.0,50.0,100.0,Kalahandi,0.37,Medium
19.559999999999977,83.05999999999979,0,0,0.0,0.0,5678,0.3785,380,0.2533,20.0,18,4,0,0,7,50.0,50.0,100.0,Kalahandi,0.23,Low
19.559999999999977,83.05999999999979,0,0,0.0,0.0,5678,0.3785,380,0.2533,20.0,11,2,0,0,5,50.0,50.0,100.0,Kalahandi,0.23,Low
19.559999999999977,83.05999999999979,0,0,0.0,0.0,5678,0.3785,380,0.2533,20.0,1,5,1,1,10,50.0,50.0,100.0,Kalahandi,0.39,Medium
19.159999999999986,83.37999999999973,0,0,0.0,0.0,5432,0.3621,310,0.2067,20.0,8,1,0,0,3,50.0,50.0,100.0,Koraput,0.223,Low
19.159999999999986,83.37999999999973,0,0,0.0,0.0,5432,0.3621,310,0.2067,20.0,14,3,0,0,6,50.0,50.0,100.0,Koraput,0.223,Low
19.159999999999986,83.37999999999973,0,0,0.0,0.0,5432,0.3621,310,0.2067,20.0,20,5,1,0,9,50.0,50.0,100.0,Koraput,0.223,Low
19.159999999999986,83.37999999999973,0,0,0.0,0.0,5432,0.3621,310,0.2067,20.0,23,6,1,1,12,50.0,50.0,100.0,Koraput,0.343,Low
19.159999999999986,83.37999999999973,0,0,0.0,0.0,5432,0.3621,310,0.2067,20.0,2,0,0,1,1,50.0,50.0,100.0,Koraput,0.363,Medium
19.159999999999986,83.37999999999973,0,0,0.0,0.0,5432,0.3621,310,0.2067,20.0,18,4,0,0,7,50.0,50.0,100.0,Koraput,0.223,Low
19.159999999999986,83.37999999999973,0,0,0.0,0.0,5432,0.3621,310,0.2067,20.0,11,2,0,0,5,50.0,50.0,100.0,Koraput,0.223,Low
19.159999999999986,83.37999999999973,0,0,0.0,0.0,5432,0.3621,310,0.2067,20.0,1,5,1,1,10,50.0,50.0,100.0,Koraput,0.383,Medium
21.999999999999925,84.79999999999944,0,0,0.0,0.0,9876,0.6584,810,0.54,20.0,8,1,0,0,3,50.0,50.0,100.0,Sundargarh,0.301,Low
21.999999999999925,84.79999999999944,0,0,0.0,0.0,9876,0.6584,810,0.54,20.0,14,3,0,0,6,50.0,50.0,100.0,Sundargarh,0.301,Low
21.999999999999925,84.79999999999944,0,0,0.0,0.0,9876,0.6584,810,0.54,20.0,20,5,1,0,9,50.0,50.0,100.0,Sundargarh,0.301,Low
21.999999999999925,84.79999999999944,0,0,0.0,0.0,9876,0.6584,810,0.54,20.0,23,6,1,1,12,50.0,50.0,100.0,Sundargarh,0.421,Medium
21.999999999999925,84.79999999999944,0,0,0.0,0.0,9876,0.6584,810,0.54,20.0,2,0,0,1,1,50.0,50.0,100.0,Sundargarh,0.441,Medium
21.999999999999925,84.79999999999944,0,0,0.0,0.0,9876,0.6584,810,0.54,20.0,18,4,0,0,7,50.0,50.0,100.0,Sundargarh,0.301,Low
21.999999999999925,84.79999999999944,0,0,0.0,0.0,9876,0.6584,810,0.54,20.0,11,2,0,0,5,50.0,50.0,100.0,Sundargarh,0.301,Low
21.999999999999925,84.79999999999944,0,0,0.0,0.0,9876,0.6584,810,0.54,20.0,1,5,1,1,10,50.0,50.0,100.0,Sundargarh,0.461,Medium
18.97999999999999,84.33999999999953,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,8,1,0,0,3,50.0,50.0,100.0,Ganjam,0.319,Low
18.97999999999999,84.33999999999953,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,14,3,0,0,6,50.0,50.0,100.0,Ganjam,0.319,Low
18.97999999999999,84.33999999999953,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,20,5,1,0,9,50.0,50.0,100.0,Ganjam,0.319,Low
18.97999999999999,84.33999999999953,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,23,6,1,1,12,50.0,50.0,100.0,Ganjam,0.439,Medium
18.97999999999999,84.33999999999953,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,2,0,0,1,1,50.0,50.0,100.0,Ganjam,0.459,Medium
18.97999999999999,84.33999999999953,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,18,4,0,0,7,50.0,50.0,100.0,Ganjam,0.319,Low
18.97999999999999,84.33999999999953,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,11,2,0,0,5,50.0,50.0,100.0,Ganjam,0.319,Low
18.97999999999999,84.33999999999953,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,1,5,1,1,10,50.0,50.0,100.0,Ganjam,0.479,Medium
21.71999999999993,83.45999999999971,0,0,0.0,0.0,8932,0.5955,620,0.4133,20.0,8,1,0,0,3,50.0,50.0,100.0,Sambalpur,0.279,Low
21.71999999999993,83.45999999999971,0,0,0.0,0.0,8932,0.5955,620,0.4133,20.0,14,3,0,0,6,50.0,50.0,100.0,Sambalpur,0.279,Low
21.71999999999993,83.45999999999971,0,0,0.0,0.0,8932,0.5955,620,0.4133,20.0,20,5,1,0,9,50.0,50.0,100.0,Sambalpur,0.279,Low
21.71999999999993,83.45999999999971,0,0,0.0,0.0,8932,0.5955,620,0.4133,20.0,23,6,1,1,12,50.0,50.0,100.0,Sambalpur,0.399,Medium
21.71999999999993,83.45999999999971,0,0,0.0,0.0,8932,0.5955,620,0.4133,20.0,2,0,0,1,1,50.0,50.0,100.0,Sambalpur,0.419,Medium
21.71999999999993,83.45999999999971,0,0,0.0,0.0,8932,0.5955,620,0.4133,20.0,18,4,0,0,7,50.0,50.0,100.0,Sambalpur,0.279,Low
21.71999999999993,83.45999999999971,0,0,0.0,0.0,8932,0.5955,620,0.4133,20.0,11,2,0,0,5,50.0,50.0,100.0,Sambalpur,0.279,Low
21.71999999999993,83.45999999999971,0,0,0.0,0.0,8932,0.5955,620,0.4133,20.0,1,5,1,1,10,50.0,50.0,100.0,Sambalpur,0.439,Medium
22.019999999999925,84.79999999999944,0,0,0.0,0.0,9876,0.6584,810,0.54,20.0,8,1,0,0,3,50.0,50.0,100.0,Sundargarh,0.301,Low
22.019999999999925,84.79999999999944,0,0,0.0,0.0,9876,0.6584,810,0.54,20.0,14,3,0,0,6,50.0,50.0,100.0,Sundargarh,0.301,Low
22.019999999999925,84.79999999999944,0,0,0.0,0.0,9876,0.6584,810,0.54,20.0,20,5,1,0,9,50.0,50.0,100.0,Sundargarh,0.301,Low
22.019999999999925,84.79999999999944,0,0,0.0,0.0,9876,0.6584,810,0.54,20.0,23,6,1,1,12,50.0,50.0,100.0,Sundargarh,0.421,Medium
22.019999999999925,84.79999999999944,0,0,0.0,0.0,9876,0.6584,810,0.54,20.0,2,0,0,1,1,50.0,50.0,100.0,Sundargarh,0.441,Medium
22.019999999999925,84.79999999999944,0,0,0.0,0.0,9876,0.6584,810,0.54,20.0,18,4,0,0,7,50.0,50.0,100.0,Sundargarh,0.301,Low
22.019999999999925,84.79999999999944,0,0,0.0,0.0,9876,0.6584,810,0.54,20.0,11,2,0,0,5,50.0,50.0,100.0,Sundargarh,0.301,Low
22.019999999999925,84.79999999999944,0,0,0.0,0.0,9876,0.6584,810,0.54,20.0,1,5,1,1,10,50.0,50.0,100.0,Sundargarh,0.461,Medium
21.079999999999945,87.31999999999894,0,0,0.0,0.0,8123,0.5415,580,0.3867,20.0,8,1,0,0,3,50.0,50.0,100.0,Balasore,0.268,Low
21.079999999999945,87.31999999999894,0,0,0.0,0.0,8123,0.5415,580,0.3867,20.0,14,3,0,0,6,50.0,50.0,100.0,Balasore,0.268,Low
21.079999999999945,87.31999999999894,0,0,0.0,0.0,8123,0.5415,580,0.3867,20.0,20,5,1,0,9,50.0,50.0,100.0,Balasore,0.268,Low
21.079999999999945,87.31999999999894,0,0,0.0,0.0,8123,0.5415,580,0.3867,20.0,23,6,1,1,12,50.0,50.0,100.0,Balasore,0.388,Medium
21.079999999999945,87.31999999999894,0,0,0.0,0.0,8123,0.5415,580,0.3867,20.0,2,0,0,1,1,50.0,50.0,100.0,Balasore,0.408,Medium
21.079999999999945,87.31999999999894,0,0,0.0,0.0,8123,0.5415,580,0.3867,20.0,18,4,0,0,7,50.0,50.0,100.0,Balasore,0.268,Low
21.079999999999945,87.31999999999894,0,0,0.0,0.0,8123,0.5415,580,0.3867,20.0,11,2,0,0,5,50.0,50.0,100.0,Balasore,0.268,Low
21.079999999999945,87.31999999999894,0,0,0.0,0.0,8123,0.5415,580,0.3867,20.0,1,5,1,1,10,50.0,50.0,100.0,Balasore,0.428,Medium
18.89999999999999,85.93999999999922,0,0,0.0,0.0,7456,0.4971,510,0.34,20.0,8,1,0,0,3,50.0,50.0,100.0,Puri,0.257,Low
18.89999999999999,85.93999999999922,0,0,0.0,0.0,7456,0.4971,510,0.34,20.0,14,3,0,0,6,50.0,50.0,100.0,Puri,0.257,Low
18.89999999999999,85.93999999999922,0,0,0.0,0.0,7456,0.4971,510,0.34,20.0,20,5,1,0,9,50.0,50.0,100.0,Puri,0.257,Low
18.89999999999999,85.93999999999922,0,0,0.0,0.0,7456,0.4971,510,0.34,20.0,23,6,1,1,12,50.0,50.0,100.0,Puri,0.377,Medium
18.89999999999999,85.93999999999922,0,0,0.0,0.0,7456,0.4971,510,0.34,20.0,2,0,0,1,1,50.0,50.0,100.0,Puri,0.397,Medium
18.89999999999999,85.93999999999922,0,0,0.0,0.0,7456,0.4971,510,0.34,20.0,18,4,0,0,7,50.0,50.0,100.0,Puri,0.257,Low
18.89999999999999,85.93999999999922,0,0,0.0,0.0,7456,0.4971,510,0.34,20.0,11,2,0,0,5,50.0,50.0,100.0,Puri,0.257,Low
18.89999999999999,85.93999999999922,0,0,0.0,0.0,7456,0.4971,510,0.34,20.0,1,5,1,1,10,50.0,50.0,100.0,Puri,0.417,Medium
21.29999999999994,85.95999999999921,0,0,0.0,0.0,7891,0.5261,540,0.36,20.0,8,1,0,0,3,50.0,50.0,100.0,Jajpur,0.263,Low
21.29999999999994,85.95999999999921,0,0,0.0,0.0,7891,0.5261,540,0.36,20.0,14,3,0,0,6,50.0,50.0,100.0,Jajpur,0.263,Low
21.29999999999994,85.95999999999921,0,0,0.0,0.0,7891,0.5261,540,0.36,20.0,20,5,1,0,9,50.0,50.0,100.0,Jajpur,0.263,Low
21.29999999999994,85.95999999999921,0,0,0.0,0.0,7891,0.5261,540,0.36,20.0,23,6,1,1,12,50.0,50.0,100.0,Jajpur,0.383,Medium
21.29999999999994,85.95999999999921,0,0,0.0,0.0,7891,0.5261,540,0.36,20.0,2,0,0,1,1,50.0,50.0,100.0,Jajpur,0.403,Medium
21.29999999999994,85.95999999999921,0,0,0.0,0.0,7891,0.5261,540,0.36,20.0,18,4,0,0,7,50.0,50.0,100.0,Jajpur,0.263,Low
21.29999999999994,85.95999999999921,0,0,0.0,0.0,7891,0.5261,540,0.36,20.0,11,2,0,0,5,50.0,50.0,100.0,Jajpur,0.263,Low
21.29999999999994,85.95999999999921,0,0,0.0,0.0,7891,0.5261,540,0.36,20.0,1,5,1,1,10,50.0,50.0,100.0,Jajpur,0.423,Medium
20.499999999999957,85.0199999999994,0,0,0.0,0.0,5123,0.3415,450,0.3,20.0,8,1,0,0,3,50.0,50.0,100.0,Angul,0.229,Low
20.499999999999957,85.0199999999994,0,0,0.0,0.0,5123,0.3415,450,0.3,20.0,14,3,0,0,6,50.0,50.0,100.0,Angul,0.229,Low
20.499999999999957,85.0199999999994,0,0,0.0,0.0,5123,0.3415,450,0.3,20.0,20,5,1,0,9,50.0,50.0,100.0,Angul,0.229,Low
20.499999999999957,85.0199999999994,0,0,0.0,0.0,5123,0.3415,450,0.3,20.0,23,6,1,1,12,50.0,50.0,100.0,Angul,0.349,Low
20.499999999999957,85.0199999999994,0,0,0.0,0.0,5123,0.3415,450,0.3,20.0,2,0,0,1,1,50.0,50.0,100.0,Angul,0.369,Medium
20.499999999999957,85.0199999999994,0,0,0.0,0.0,5123,0.3415,450,0.3,20.0,18,4,0,0,7,50.0,50.0,100.0,Angul,0.229,Low
20.499999999999957,85.0199999999994,0,0,0.0,0.0,5123,0.3415,450,0.3,20.0,11,2,0,0,5,50.0,50.0,100.0,Angul,0.229,Low
20.499999999999957,85.0199999999994,0,0,0.0,0.0,5123,0.3415,450,0.3,20.0,1,5,1,1,10,50.0,50.0,100.0,Angul,0.389,Medium
18.639999999999997,85.13999999999938,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,8,1,0,0,3,50.0,50.0,100.0,Ganjam,0.319,Low
18.639999999999997,85.13999999999938,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,14,3,0,0,6,50.0,50.0,100.0,Ganjam,0.319,Low
18.639999999999997,85.13999999999938,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,20,5,1,0,9,50.0,50.0,100.0,Ganjam,0.319,Low
18.639999999999997,85.13999999999938,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,23,6,1,1,12,50.0,50.0,100.0,Ganjam,0.439,Medium
18.639999999999997,85.13999999999938,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,2,0,0,1,1,50.0,50.0,100.0,Ganjam,0.459,Medium
18.639999999999997,85.13999999999938,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,18,4,0,0,7,50.0,50.0,100.0,Ganjam,0.319,Low
18.639999999999997,85.13999999999938,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,11,2,0,0,5,50.0,50.0,100.0,Ganjam,0.319,Low
18.639999999999997,85.13999999999938,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,1,5,1,1,10,50.0,50.0,100.0,Ganjam,0.479,Medium
18.639999999999997,82.53999999999989,0,0,0.0,0.0,5432,0.3621,310,0.2067,40.0,8,1,0,0,3,50.0,50.0,100.0,Koraput,0.211,Low
18.639999999999997,82.53999999999989,0,0,0.0,0.0,5432,0.3621,310,0.2067,40.0,14,3,0,0,6,50.0,50.0,100.0,Koraput,0.211,Low
18.639999999999997,82.53999999999989,0,0,0.0,0.0,5432,0.3621,310,0.2067,40.0,20,5,1,0,9,50.0,50.0,100.0,Koraput,0.211,Low
18.639999999999997,82.53999999999989,0,0,0.0,0.0,5432,0.3621,310,0.2067,40.0,23,6,1,1,12,50.0,50.0,100.0,Koraput,0.331,Low
18.639999999999997,82.53999999999989,0,0,0.0,0.0,5432,0.3621,310,0.2067,40.0,2,0,0,1,1,50.0,50.0,100.0,Koraput,0.351,Medium
18.639999999999997,82.53999999999989,0,0,0.0,0.0,5432,0.3621,310,0.2067,40.0,18,4,0,0,7,50.0,50.0,100.0,Koraput,0.211,Low
18.639999999999997,82.53999999999989,0,0,0.0,0.0,5432,0.3621,310,0.2067,40.0,11,2,0,0,5,50.0,50.0,100.0,Koraput,0.211,Low
18.639999999999997,82.53999999999989,0,0,0.0,0.0,5432,0.3621,310,0.2067,40.0,1,5,1,1,10,50.0,50.0,100.0,Koraput,0.371,Medium
18.93999999999999,83.79999999999964,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,8,1,0,0,3,50.0,50.0,100.0,Ganjam,0.319,Low
18.93999999999999,83.79999999999964,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,14,3,0,0,6,50.0,50.0,100.0,Ganjam,0.319,Low
18.93999999999999,83.79999999999964,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,20,5,1,0,9,50.0,50.0,100.0,Ganjam,0.319,Low
18.93999999999999,83.79999999999964,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,23,6,1,1,12,50.0,50.0,100.0,Ganjam,0.439,Medium
18.93999999999999,83.79999999999964,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,2,0,0,1,1,50.0,50.0,100.0,Ganjam,0.459,Medium
18.93999999999999,83.79999999999964,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,18,4,0,0,7,50.0,50.0,100.0,Ganjam,0.319,Low
18.93999999999999,83.79999999999964,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,11,2,0,0,5,50.0,50.0,100.0,Ganjam,0.319,Low
18.93999999999999,83.79999999999964,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,1,5,1,1,10,50.0,50.0,100.0,Ganjam,0.479,Medium
19.539999999999978,82.55999999999989,0,0,0.0,0.0,5678,0.3785,380,0.2533,20.0,8,1,0,0,3,50.0,50.0,100.0,Kalahandi,0.23,Low
19.539999999999978,82.55999999999989,0,0,0.0,0.0,5678,0.3785,380,0.2533,20.0,14,3,0,0,6,50.0,50.0,100.0,Kalahandi,0.23,Low
19.539999999999978,82.55999999999989,0,0,0.0,0.0,5678,0.3785,380,0.2533,20.0,20,5,1,0,9,50.0,50.0,100.0,Kalahandi,0.23,Low
19.539999999999978,82.55999999999989,0,0,0.0,0.0,5678,0.3785,380,0.2533,20.0,23,6,1,1,12,50.0,50.0,100.0,Kalahandi,0.35,Medium
19.539999999999978,82.55999999999989,0,0,0.0,0.0,5678,0.3785,380,0.2533,20.0,2,0,0,1,1,50.0,50.0,100.0,Kalahandi,0.37,Medium
19.539999999999978,82.55999999999989,0,0,0.0,0.0,5678,0.3785,380,0.2533,20.0,18,4,0,0,7,50.0,50.0,100.0,Kalahandi,0.23,Low
19.539999999999978,82.55999999999989,0,0,0.0,0.0,5678,0.3785,380,0.2533,20.0,11,2,0,0,5,50.0,50.0,100.0,Kalahandi,0.23,Low
19.539999999999978,82.55999999999989,0,0,0.0,0.0,5678,0.3785,380,0.2533,20.0,1,5,1,1,10,50.0,50.0,100.0,Kalahandi,0.39,Medium
19.599999999999977,84.43999999999951,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,8,1,0,0,3,50.0,50.0,100.0,Ganjam,0.319,Low
19.599999999999977,84.43999999999951,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,14,3,0,0,6,50.0,50.0,100.0,Ganjam,0.319,Low
19.599999999999977,84.43999999999951,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,20,5,1,0,9,50.0,50.0,100.0,Ganjam,0.319,Low
19.599999999999977,84.43999999999951,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,23,6,1,1,12,50.0,50.0,100.0,Ganjam,0.439,Medium
19.599999999999977,84.43999999999951,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,2,0,0,1,1,50.0,50.0,100.0,Ganjam,0.459,Medium
19.599999999999977,84.43999999999951,0,0,0.0,0.0,11209,0.7473,890,0.5933,20.0,18,4,0,0,7,50.0,50.0,100.0,Ganjam,0.319,Low
